pde,r,seed,target,substitution,mse,mse_original,mse_persistence,excess,ratio,skill
heat,0.4,104,layer3,original,4.41033598530538e-09,4.41033598530538e-09,1.6226756542891962e-06,0.0,1.0,0.9972820594345841
heat,0.4,105,all,stencil,0.0001132920480699795,5.912908468408418e-09,2.7159749151906e-06,41.802045444166865,19160.12207448806,0.9978229149189349
heat,0.4,105,all,acf,8.232704240662692e-06,5.912908468408418e-09,2.7159749151906e-06,3.0356469009890117,1392.3273604941655,0.9978229149189349
heat,0.4,105,all,xcorr,8.228882527328008e-06,5.912908468408418e-09,2.7159749151906e-06,3.0342367069324907,1391.6810265698198,0.9978229149189349
heat,0.4,105,all,uniform,3.2505734461341085e-06,5.912908468408418e-09,2.7159749151906e-06,1.1972643170589676,549.7418848103813,0.9978229149189349
heat,0.4,105,all,random,3.9369042745818206e-06,5.912908468408418e-09,2.7159749151906e-06,1.450517130738248,665.8151898707677,0.9978229149189349
heat,0.4,105,all,identity,0.00011476543849653353,5.912908468408418e-09,2.7159749151906e-06,42.34571950878212,19409.304086086257,0.9978229149189349
heat,0.4,105,all,frozen,5.84829247751717e-07,5.912908468408418e-09,2.7159749151906e-06,0.21361737770107533,98.90720461450606,0.9978229149189349
heat,0.4,105,all,original,5.912908468408418e-09,5.912908468408418e-09,2.7159749151906e-06,0.0,1.0,0.9978229149189349
heat,0.4,105,layer0,stencil,1.3917434216637048e-05,5.912908468408418e-09,2.7159749151906e-06,5.133285243533806,2353.73746963873,0.9978229149189349
heat,0.4,105,layer0,acf,6.340218382666629e-07,5.912908468408418e-09,2.7159749151906e-06,0.23176920979677126,107.22672973108327,0.9978229149189349
heat,0.4,105,layer0,xcorr,6.338204403127934e-07,5.912908468408418e-09,2.7159749151906e-06,0.23169489490900486,107.19266900530921,0.9978229149189349
heat,0.4,105,layer0,uniform,4.7014128640859854e-07,5.912908468408418e-09,2.7159749151906e-06,0.17129806505854542,79.51100358148227,0.9978229149189349
heat,0.4,105,layer0,random,4.870610423590715e-07,5.912908468408418e-09,2.7159749151906e-06,0.1775413745874434,82.3724982318514,0.9978229149189349
heat,0.4,105,layer0,identity,1.424383498260795e-05,5.912908468408418e-09,2.7159749151906e-06,5.253725574847731,2408.9388595663436,0.9978229149189349
heat,0.4,105,layer0,frozen,4.696744611565329e-07,5.912908468408418e-09,2.7159749151906e-06,0.1711258087592771,79.43205339063121,0.9978229149189349
heat,0.4,105,layer0,original,5.912908468408418e-09,5.912908468408418e-09,2.7159749151906e-06,0.0,1.0,0.9978229149189349
heat,0.4,105,layer1,stencil,1.7734493155785458e-05,5.912908468408418e-09,2.7159749151906e-06,6.541761850224118,2999.2842355902503,0.9978229149189349
heat,0.4,105,layer1,acf,4.885679527610876e-07,5.912908468408418e-09,2.7159749151906e-06,0.17809741736368917,82.62734919226574,0.9978229149189349
heat,0.4,105,layer1,xcorr,4.883928348409228e-07,5.912908468408418e-09,2.7159749151906e-06,0.17803279968345515,82.59773298543617,0.9978229149189349
heat,0.4,105,layer1,uniform,3.170279326628056e-07,5.912908468408418e-09,2.7159749151906e-06,0.11479996524902007,53.616242219311786,0.9978229149189349
heat,0.4,105,layer1,random,3.5197037016876376e-07,5.912908468408418e-09,2.7159749151906e-06,0.12769355861304088,59.52575996217034,0.9978229149189349
heat,0.4,105,layer1,identity,1.816619763417293e-05,5.912908468408418e-09,2.7159749151906e-06,6.701058750928475,3072.2947482159725,0.9978229149189349
heat,0.4,105,layer1,frozen,2.0277979397020918e-07,5.912908468408418e-09,2.7159749151906e-06,0.07264294507412782,34.29442465643166,0.9978229149189349
heat,0.4,105,layer1,original,5.912908468408418e-09,5.912908468408418e-09,2.7159749151906e-06,0.0,1.0,0.9978229149189349
heat,0.4,105,layer2,stencil,6.743886899918117e-06,5.912908468408418e-09,2.7159749151906e-06,2.4862803783590395,1140.53632589604,0.9978229149189349
heat,0.4,105,layer2,acf,2.877816237256692e-07,5.912908468408418e-09,2.7159749151906e-06,0.10400821625412911,48.670062332815306,0.9978229149189349
heat,0.4,105,layer2,xcorr,2.876943832330614e-07,5.912908468408418e-09,2.7159749151906e-06,0.10397602492699659,48.65530808910024,0.9978229149189349
heat,0.4,105,layer2,uniform,1.6148176766594968e-07,5.912908468408418e-09,2.7159749151906e-06,0.057404169650605574,27.310040148383333,0.9978229149189349
heat,0.4,105,layer2,random,1.765509592341341e-07,5.912908468408418e-09,2.7159749151906e-06,0.06296462971786822,29.858564558780742,0.9978229149189349
heat,0.4,105,layer2,identity,7.033775624165628e-06,5.912908468408418e-09,2.7159749151906e-06,2.593247939812783,1189.5627442477416,0.9978229149189349
heat,0.4,105,layer2,frozen,7.078913571295642e-08,5.912908468408418e-09,2.7159749151906e-06,0.023939019507164535,11.971965419584922,0.9978229149189349
heat,0.4,105,layer2,original,5.912908468408418e-09,5.912908468408418e-09,2.7159749151906e-06,0.0,1.0,0.9978229149189349
heat,0.4,105,layer3,stencil,6.571529268972753e-06,5.912908468408418e-09,2.7159749151906e-06,2.422681231727768,1111.3869433432337,0.9978229149189349
heat,0.4,105,layer3,acf,2.628633389706314e-07,5.912908468408418e-09,2.7159749151906e-06,0.09481348761204304,44.45584442496647,0.9978229149189349
heat,0.4,105,layer3,xcorr,2.6273043107760685e-07,5.912908468408418e-09,2.7159749151906e-06,0.0947644452312064,44.4333668416021,0.9978229149189349
heat,0.4,105,layer3,uniform,1.1824196694681932e-07,5.912908468408418e-09,2.7159749151906e-06,0.04144888869693149,19.99725982205955,0.9978229149189349
heat,0.4,105,layer3,random,1.3816095621732583e-07,5.912908468408418e-09,2.7159749151906e-06,0.04879890106605748,23.365989335957828,0.9978229149189349
heat,0.4,105,layer3,identity,6.820887661351804e-06,5.912908468408418e-09,2.7159749151906e-06,2.514693293356073,1153.5588108279626,0.9978229149189349
heat,0.4,105,layer3,frozen,6.78323010226689e-08,5.912908468408418e-09,2.7159749151906e-06,0.022847961559799044,11.471901076278183,0.9978229149189349
heat,0.4,105,layer3,original,5.912908468408418e-09,5.912908468408418e-09,2.7159749151906e-06,0.0,1.0,0.9978229149189349
heat,0.4,106,all,stencil,8.692073828342473e-05,5.1404592145420924e-09,2.5720430585352005e-06,33.86010744903712,16909.13878618674,0.9980014101251207
heat,0.4,106,all,acf,3.2906353708561653e-06,5.1404592145420924e-09,2.5720430585352005e-06,1.2799452976950287,640.1442426674894,0.9980014101251207
heat,0.4,106,all,xcorr,3.289434674869085e-06,5.1404592145420924e-09,2.5720430585352005e-06,1.2794775370611045,639.910665094559,0.9980014101251207
heat,0.4,106,all,uniform,1.801837018033936e-06,5.1404592145420924e-09,2.5720430585352005e-06,0.69994730586774,350.5206330470695,0.9980014101251207
heat,0.4,106,all,random,2.2425090606403852e-06,5.1404592145420924e-09,2.5720430585352005e-06,0.8716219314351749,436.24683458171273,0.9980014101251207
heat,0.4,106,all,identity,8.886977099109572e-05,5.1404592145420924e-09,2.5720430585352005e-06,34.619401045992,17288.29415467158,0.9980014101251207
heat,0.4,106,all,frozen,8.754971018570812e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.3390688228189424,170.31495929008545,0.9980014101251207
heat,0.4,106,all,original,5.1404592145420924e-09,5.1404592145420924e-09,2.5720430585352005e-06,0.0,1.0,0.9980014101251207
heat,0.4,106,layer0,stencil,2.34517306374471e-06,5.1404592145420924e-09,2.5720430585352005e-06,0.9116172172444202,456.21859173793985,0.9980014101251207
heat,0.4,106,layer0,acf,3.0075750721836325e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.11516488708299935,58.507906524680884,0.9980014101251207
heat,0.4,106,layer0,xcorr,3.0071098411355024e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.11514676286401834,58.498856145547165,0.9980014101251207
heat,0.4,106,layer0,uniform,2.787903599990593e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.10660704494862401,54.23452426397546,0.9980014101251207
heat,0.4,106,layer0,random,3.2338300823275823e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.12397920712006773,62.90936173910776,0.9980014101251207
heat,0.4,106,layer0,identity,2.383139344530605e-06,5.1404592145420924e-09,2.5720430585352005e-06,0.9264079151057037,463.60436783329146,0.9980014101251207
heat,0.4,106,layer0,frozen,2.643862348009063e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.10099556393568446,51.43241562017871,0.9980014101251207
heat,0.4,106,layer0,original,5.1404592145420924e-09,5.1404592145420924e-09,2.5720430585352005e-06,0.0,1.0,0.9980014101251207
heat,0.4,106,layer1,stencil,7.250268382108516e-06,5.1404592145420924e-09,2.5720430585352005e-06,2.8225176618744423,1410.4320410903917,0.9980014101251207
heat,0.4,106,layer1,acf,4.915123463788973e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.1894781232809829,95.61642761184339,0.9980014101251207
heat,0.4,106,layer1,xcorr,4.914138151956848e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.189439738036744,95.59725983342123,0.9980014101251207
heat,0.4,106,layer1,uniform,3.7436491704886943e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.1438404627943593,72.82713497459731,0.9980014101251207
heat,0.4,106,layer1,random,4.634219240295945e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.1785348088144593,90.15185311043766,0.9980014101251207
heat,0.4,106,layer1,identity,7.504286827497708e-06,5.1404592145420924e-09,2.5720430585352005e-06,2.9214767908481787,1459.8475572510079,0.9980014101251207
heat,0.4,106,layer1,frozen,3.761233264149011e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.14452549438320766,73.16920740288488,0.9980014101251207
heat,0.4,106,layer1,original,5.1404592145420924e-09,5.1404592145420924e-09,2.5720430585352005e-06,0.0,1.0,0.9980014101251207
heat,0.4,106,layer2,stencil,1.0717748848421138e-05,5.1404592145420924e-09,2.5720430585352005e-06,4.173359905452483,2084.978870778934,0.9980014101251207
heat,0.4,106,layer2,acf,4.002925035884175e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.15394119141040025,77.87096188916561,0.9980014101251207
heat,0.4,106,layer2,xcorr,4.0024070507849174e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.1539210120276923,77.86088525831147,0.9980014101251207
heat,0.4,106,layer2,uniform,3.010350978494003e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.11527302933627788,58.56190765949229,0.9980014101251207
heat,0.4,106,layer2,random,3.399480947435807e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.1304325437270767,66.13185331417185,0.9980014101251207
heat,0.4,106,layer2,identity,1.0998021915398226e-05,5.1404592145420924e-09,2.5720430585352005e-06,4.282547167583607,2139.501833666026,0.9980014101251207
heat,0.4,106,layer2,frozen,2.1451142144524038e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.0815656045095397,41.730011365210075,0.9980014101251207
heat,0.4,106,layer2,original,5.1404592145420924e-09,5.1404592145420924e-09,2.5720430585352005e-06,0.0,1.0,0.9980014101251207
heat,0.4,106,layer3,stencil,6.8141965270385185e-06,5.1404592145420924e-09,2.5720430585352005e-06,2.652635152430802,1325.60073772427,0.9980014101251207
heat,0.4,106,layer3,acf,2.6414779080718986e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.10090267221716755,51.38602988229718,0.9980014101251207
heat,0.4,106,layer3,xcorr,2.640599451042558e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.10086844976441171,51.36894080537472,0.9980014101251207
heat,0.4,106,layer3,uniform,1.5254470991932223e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.05742494894188478,29.675307896185842,0.9980014101251207
heat,0.4,106,layer3,random,1.917947550361676e-07,5.1404592145420924e-09,2.5720430585352005e-06,0.07271576875220133,37.31082127713224,0.9980014101251207
heat,0.4,106,layer3,identity,7.112622851579431e-06,5.1404592145420924e-09,2.5720430585352005e-06,2.7688944622386193,1383.6551472790973,0.9980014101251207
heat,0.4,106,layer3,frozen,6.058994447832866e-08,5.1404592145420924e-09,2.5720430585352005e-06,0.021601709888977288,11.786873886076725,0.9980014101251207
heat,0.4,106,layer3,original,5.1404592145420924e-09,5.1404592145420924e-09,2.5720430585352005e-06,0.0,1.0,0.9980014101251207
heat,0.4,107,all,stencil,1.6593962310906818e-05,2.7923930953979714e-09,1.1841127616207814e-06,14.044598196949586,5942.559569515713,0.9976417844770326
heat,0.4,107,all,acf,2.4707816526359228e-06,2.7923930953979714e-09,1.1841127616207814e-06,2.0891786219019166,884.8258709376973,0.9976417844770326
heat,0.4,107,all,xcorr,2.470524540776342e-06,2.7923930953979714e-09,1.1841127616207814e-06,2.088960974033962,884.7337951264499,0.9976417844770326
heat,0.4,107,all,uniform,2.202475683443783e-06,2.7923930953979714e-09,1.1841127616207814e-06,1.862054823531234,788.7412725212624,0.9976417844770326
heat,0.4,107,all,random,2.311355601525289e-06,2.7923930953979714e-09,1.1841127616207814e-06,1.9542228085947764,827.7328880860432,0.9976417844770326
heat,0.4,107,all,identity,1.704439906546895e-05,2.7923930953979714e-09,1.1841127616207814e-06,14.425897602736015,6103.868074147271,0.9976417844770326
heat,0.4,107,all,frozen,7.879027065782473e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.6646040603387594,282.1603834634735,0.9976417844770326
heat,0.4,107,all,original,2.7923930953979714e-09,2.7923930953979714e-09,1.1841127616207814e-06,0.0,1.0,0.9976417844770326
heat,0.4,107,layer0,stencil,1.6743414619213581e-06,2.7923930953979714e-09,1.1841127616207814e-06,1.4149837024418013,599.6080797795883,0.9976417844770326
heat,0.4,107,layer0,acf,9.135480645572347e-08,2.7923930953979714e-09,1.1841127616207814e-06,0.07496900563128023,32.715596742550886,0.9976417844770326
heat,0.4,107,layer0,xcorr,9.134772931129742e-08,2.7923930953979714e-09,1.1841127616207814e-06,0.0749630147547876,32.71306230553423,0.9976417844770326
heat,0.4,107,layer0,uniform,8.38455659346593e-08,2.7923930953979714e-09,1.1841127616207814e-06,0.06861235529227203,30.02641930064995,0.9976417844770326
heat,0.4,107,layer0,random,7.69366000318017e-08,2.7923930953979714e-09,1.1841127616207814e-06,0.06276384367176902,27.552209665106876,0.9976417844770326
heat,0.4,107,layer0,identity,2.003568880581952e-06,2.7923930953979714e-09,1.1841127616207814e-06,1.6936781425212195,717.5096099055507,0.9976417844770326
heat,0.4,107,layer0,frozen,8.313923127722944e-08,2.7923930953979714e-09,1.1841127616207814e-06,0.06801443564553677,29.773469721812376,0.9976417844770326
heat,0.4,107,layer0,original,2.7923930953979714e-09,2.7923930953979714e-09,1.1841127616207814e-06,0.0,1.0,0.9976417844770326
heat,0.4,107,layer1,stencil,7.538641595417062e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.6357900756285568,269.97064302447916,0.9976417844770326
heat,0.4,107,layer1,acf,1.6742106362377385e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.13935988484976203,59.9561229039327,0.9976417844770326
heat,0.4,107,layer1,xcorr,1.6740298251771701e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.13934457900509992,59.94964777473738,0.9976417844770326
heat,0.4,107,layer1,uniform,1.504321961859345e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.12497863155854334,53.87214158130374,0.9976417844770326
heat,0.4,107,layer1,random,1.4167480158477908e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.11756540578636175,50.735980481497215,0.9976417844770326
heat,0.4,107,layer1,identity,7.885175490329743e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.6651245308826598,282.38056824180586,0.9976417844770326
heat,0.4,107,layer1,frozen,1.3835525659866565e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.1147553763696531,49.547199076907646,0.9976417844770326
heat,0.4,107,layer1,original,2.7923930953979714e-09,2.7923930953979714e-09,1.1841127616207814e-06,0.0,1.0,0.9976417844770326
heat,0.4,107,layer2,stencil,1.1928515033510223e-06,2.7923930953979714e-09,1.1841127616207814e-06,1.0073974359226103,427.1789331226008,0.9976417844770326
heat,0.4,107,layer2,acf,1.2121531303699307e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.10024623556556454,43.40911501205294,0.9976417844770326
heat,0.4,107,layer2,xcorr,1.2119131391485904e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.10022592005863395,43.40052054798068,0.9976417844770326
heat,0.4,107,layer2,uniform,9.53078295659604e-08,2.7923930953979714e-09,1.1841127616207814e-06,0.07831528088019632,34.13123665254485,0.9976417844770326
heat,0.4,107,layer2,random,9.747535526655193e-08,2.7923930953979714e-09,1.1841127616207814e-06,0.0801501139689521,34.90746178508931,0.9976417844770326
heat,0.4,107,layer2,identity,1.2317971882502832e-06,2.7923930953979714e-09,1.1841127616207814e-06,1.0403653639605193,441.12599700964654,0.9976417844770326
heat,0.4,107,layer2,frozen,4.8494319157543764e-08,2.7923930953979714e-09,1.1841127616207814e-06,0.038687156574803254,17.366580384926916,0.9976417844770326
heat,0.4,107,layer2,original,2.7923930953979714e-09,2.7923930953979714e-09,1.1841127616207814e-06,0.0,1.0,0.9976417844770326
heat,0.4,107,layer3,stencil,3.7375271145778655e-06,2.7923930953979714e-09,1.1841127616207814e-06,3.161491853513417,1338.467395846785,0.9976417844770326
heat,0.4,107,layer3,acf,2.7220634749025585e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.22806171938875605,97.48138538906574,0.9976417844770326
heat,0.4,107,layer3,xcorr,2.7213124388636434e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.22799814340556593,97.45448960422252,0.9976417844770326
heat,0.4,107,layer3,uniform,1.772185515003244e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.14765356041617975,63.46475780662509,0.9976417844770326
heat,0.4,107,layer3,random,2.0856707731026214e-07,2.7923930953979714e-09,1.1841127616207814e-06,0.17419041413103564,74.69115922611074,0.9976417844770326
heat,0.4,107,layer3,identity,3.8615701514199685e-06,2.7923930953979714e-09,1.1841127616207814e-06,3.266495576590624,1382.8891633431067,0.9976417844770326
heat,0.4,107,layer3,frozen,4.8753697232117865e-08,2.7923930953979714e-09,1.1841127616207814e-06,0.038906722817361045,17.459467763498928,0.9976417844770326
heat,0.4,107,layer3,original,2.7923930953979714e-09,2.7923930953979714e-09,1.1841127616207814e-06,0.0,1.0,0.9976417844770326
heat,0.4,108,all,stencil,9.281275737293981e-05,5.062786292628352e-09,2.6319798962504137e-06,35.3295101070542,18332.34744829728,0.99807643428438
heat,0.4,108,all,acf,3.8452712648462395e-06,5.062786292628352e-09,2.6319798962504137e-06,1.4618689200342996,759.5168041055042,0.99807643428438
heat,0.4,108,all,xcorr,3.843833410344111e-06,5.062786292628352e-09,2.6319798962504137e-06,1.4613215656862395,759.2327995240305,0.99807643428438
heat,0.4,108,all,uniform,2.104374714539947e-06,5.062786292628352e-09,2.6319798962504137e-06,0.7991542330321396,415.6554499651729,0.99807643428438
heat,0.4,108,all,random,1.6348037449875896e-06,5.062786292628352e-09,2.6319798962504137e-06,0.6204006028652923,322.90593568366467,0.99807643428438
heat,0.4,108,all,identity,9.479759364694473e-05,5.062786292628352e-09,2.6319798962504137e-06,36.08508639321909,18724.391702050383,0.99807643428438
heat,0.4,108,all,frozen,7.484740162377879e-07,5.062786292628352e-09,2.6319798962504137e-06,0.2829975971175985,147.83835875663965,0.99807643428438
heat,0.4,108,all,original,5.062786292628352e-09,5.062786292628352e-09,2.6319798962504137e-06,0.0,1.0,0.99807643428438
heat,0.4,108,layer0,stencil,5.881140566543763e-06,5.062786292628352e-09,2.6319798962504137e-06,2.236872171556857,1161.6410858793256,0.99807643428438
heat,0.4,108,layer0,acf,2.831985368573209e-07,5.062786292628352e-09,2.6319798962504137e-06,0.10587914993981755,55.9372883800509,0.99807643428438
heat,0.4,108,layer0,xcorr,2.831442949130514e-07,5.062786292628352e-09,2.6319798962504137e-06,0.10585850142218298,55.9265745278094,0.99807643428438
heat,0.4,108,layer0,uniform,2.3377385671013995e-07,5.062786292628352e-09,2.6319798962504137e-06,0.08706444126102897,46.174940674569925,0.99807643428438
heat,0.4,108,layer0,random,2.2204736672276626e-07,5.062786292628352e-09,2.6319798962504137e-06,0.08260046714364157,43.858727958965474,0.99807643428438
heat,0.4,108,layer0,identity,5.984277578363617e-06,5.062786292628352e-09,2.6319798962504137e-06,2.276133787931769,1182.0126769081678,0.99807643428438
heat,0.4,108,layer0,frozen,2.385497304240036e-07,5.062786292628352e-09,2.6319798962504137e-06,0.08888249394939128,47.11826978976832,0.99807643428438
heat,0.4,108,layer0,original,5.062786292628352e-09,5.062786292628352e-09,2.6319798962504137e-06,0.0,1.0,0.99807643428438
heat,0.4,108,layer1,stencil,8.593750848717718e-06,5.062786292628352e-09,2.6319798962504137e-06,3.269493365385675,1697.4350391266983,0.99807643428438
heat,0.4,108,layer1,acf,6.095985696785711e-07,5.062786292628352e-09,2.6319798962504137e-06,0.23013127482947401,120.40772302914986,0.99807643428438
heat,0.4,108,layer1,xcorr,6.09471816209739e-07,5.062786292628352e-09,2.6319798962504137e-06,0.23008302303334707,120.38268672275538,0.99807643428438
heat,0.4,108,layer1,uniform,5.414541024290065e-07,5.062786292628352e-09,2.6319798962504137e-06,0.2041904231020818,106.94784870089983,0.99807643428438
heat,0.4,108,layer1,random,4.6622513354133144e-07,5.062786292628352e-09,2.6319798962504137e-06,0.1755526832196521,92.08864577597845,0.99807643428438
heat,0.4,108,layer1,identity,8.709610341384177e-06,5.062786292628352e-09,2.6319798962504137e-06,3.3135981040648184,1720.3195706810236,0.99807643428438
heat,0.4,108,layer1,frozen,5.549926891806889e-07,5.062786292628352e-09,2.6319798962504137e-06,0.20934421600265032,109.62198621513683,0.99807643428438
heat,0.4,108,layer1,original,5.062786292628352e-09,5.062786292628352e-09,2.6319798962504137e-06,0.0,1.0,0.99807643428438
heat,0.4,108,layer2,stencil,1.460970339373091e-05,5.062786292628352e-09,2.6319798962504137e-06,5.559612274051913,2885.704145759284,0.99807643428438
heat,0.4,108,layer2,acf,5.34762104459352e-07,5.062786292628352e-09,2.6319798962504137e-06,0.20164295103138444,105.6260473087695,0.99807643428438
heat,0.4,108,layer2,xcorr,5.34656723241711e-07,5.062786292628352e-09,2.6319798962504137e-06,0.20160283510338597,105.60523244289328,0.99807643428438
heat,0.4,108,layer2,uniform,3.7785003906276593e-07,5.062786292628352e-09,2.6319798962504137e-06,0.14191055033941602,74.63282414526026,0.99807643428438
heat,0.4,108,layer2,random,3.092699839765678e-07,5.062786292628352e-09,2.6319798962504137e-06,0.11580388148936609,61.086912640748636,0.99807643428438
heat,0.4,108,layer2,identity,1.5006573800491196e-05,5.062786292628352e-09,2.6319798962504137e-06,5.710690663718599,2964.093867114528,0.99807643428438
heat,0.4,108,layer2,frozen,1.5768779607419625e-07,5.062786292628352e-09,2.6319798962504137e-06,0.058100428522474615,31.14644524968334,0.99807643428438
heat,0.4,108,layer2,original,5.062786292628352e-09,5.062786292628352e-09,2.6319798962504137e-06,0.0,1.0,0.99807643428438
heat,0.4,108,layer3,stencil,6.789982415655871e-06,5.062786292628352e-09,2.6319798962504137e-06,2.5828449644047873,1341.1552499346842,0.99807643428438
heat,0.4,108,layer3,acf,2.577718322405165e-07,5.062786292628352e-09,2.6319798962504137e-06,0.09619985533230212,50.91501346123261,0.99807643428438
heat,0.4,108,layer3,xcorr,2.5768272393644764e-07,5.062786292628352e-09,2.6319798962504137e-06,0.09616593408532746,50.89741281626789,0.99807643428438
heat,0.4,108,layer3,uniform,1.451992296605531e-07,5.062786292628352e-09,2.6319798962504137e-06,0.053346351446230726,28.67970743145327,0.99807643428438
heat,0.4,108,layer3,random,1.1837659711494419e-07,5.062786292628352e-09,2.6319798962504137e-06,0.043135662862288336,23.381709255100482,0.99807643428438
heat,0.4,108,layer3,identity,7.051998581086849e-06,5.062786292628352e-09,2.6319798962504137e-06,2.682587801526583,1392.9086027895116,0.99807643428438
heat,0.4,108,layer3,frozen,5.039208175044996e-08,5.062786292628352e-09,2.6319798962504137e-06,0.017255700717008937,9.953428574266137,0.99807643428438
heat,0.4,108,layer3,original,5.062786292628352e-09,5.062786292628352e-09,2.6319798962504137e-06,0.0,1.0,0.99807643428438
heat,0.4,109,all,stencil,9.81899256800034e-05,4.514826486626267e-09,2.3872880774433725e-06,41.20635936050262,21748.327642459735,0.9981088053304982
heat,0.4,109,all,acf,5.629527422890135e-06,4.514826486626267e-09,2.3872880774433725e-06,2.3606999088750547,1246.8978463659266,0.9981088053304982
heat,0.4,109,all,xcorr,5.627366287730418e-06,4.514826486626267e-09,2.3872880774433725e-06,2.359792925737297,1246.4191712349734,0.9981088053304982
heat,0.4,109,all,uniform,3.2172654587658833e-06,4.514826486626267e-09,2.3872880774433725e-06,1.3483241139245008,712.6000231229275,0.9981088053304982
heat,0.4,109,all,random,4.186245878168293e-06,4.514826486626267e-09,2.3872880774433725e-06,1.7549848899817018,927.2218745435093,0.9981088053304982
heat,0.4,109,all,identity,9.919720541518018e-05,4.514826486626267e-09,2.3872880774433725e-06,41.62909355678937,21971.432503335458,0.9981088053304982
heat,0.4,109,all,frozen,3.8725073131518073e-07,4.514826486626267e-09,2.3872880774433725e-06,0.16062623863805586,85.77311497181287,0.9981088053304982
heat,0.4,109,all,original,4.514826486626267e-09,4.514826486626267e-09,2.3872880774433725e-06,0.0,1.0,0.9981088053304982
heat,0.4,109,layer0,stencil,2.1339428926125947e-06,4.514826486626267e-09,2.3872880774433725e-06,0.8936763350314374,472.6522489698596,0.9981088053304982
heat,0.4,109,layer0,acf,1.9286309868582485e-07,4.514826486626267e-09,2.3872880774433725e-06,0.0790458228132164,42.71772110337358,0.9981088053304982
heat,0.4,109,layer0,xcorr,1.9284187478818549e-07,4.514826486626267e-09,2.3872880774433725e-06,0.07903691558814543,42.71302017019215,0.9981088053304982
heat,0.4,109,layer0,uniform,1.528015253181303e-07,4.514826486626267e-09,2.3872880774433725e-06,0.062232820001635915,33.84438488849042,0.9981088053304982
heat,0.4,109,layer0,random,1.5281919512472042e-07,4.514826486626267e-09,2.3872880774433725e-06,0.0622402356491731,33.84829861732196,0.9981088053304982
heat,0.4,109,layer0,identity,2.264851211464247e-06,4.514826486626267e-09,2.3872880774433725e-06,0.9486158131370814,501.6474538220121,0.9981088053304982
heat,0.4,109,layer0,frozen,1.6399259770982777e-07,4.514826486626267e-09,2.3872880774433725e-06,0.066929478564176,36.32312298060701,0.9981088053304982
heat,0.4,109,layer0,original,4.514826486626267e-09,4.514826486626267e-09,2.3872880774433725e-06,0.0,1.0,0.9981088053304982
heat,0.4,109,layer1,stencil,1.3132007111948951e-05,4.514826486626267e-09,2.3872880774433725e-06,5.509333412313275,2908.640487258665,0.9981088053304982
heat,0.4,109,layer1,acf,4.3445193959046335e-07,4.514826486626267e-09,2.3872880774433725e-06,0.18043559660207115,96.22782644635151,0.9981088053304982
heat,0.4,109,layer1,xcorr,4.343863847233731e-07,4.514826486626267e-09,2.3872880774433725e-06,0.180408084598122,96.21330653793765,0.9981088053304982
heat,0.4,109,layer1,uniform,4.0676009985252115e-07,4.514826486626267e-09,2.3872880774433725e-06,0.16881391177460248,90.0942928941828,0.9981088053304982
heat,0.4,109,layer1,random,4.7290997880200525e-07,4.514826486626267e-09,2.3872880774433725e-06,0.19657562973199652,104.74599194517225,0.9981088053304982
heat,0.4,109,layer1,identity,1.3352150297407661e-05,4.514826486626267e-09,2.3872880774433725e-06,5.601722893926901,2957.400541739344,0.9981088053304982
heat,0.4,109,layer1,frozen,1.7738737163874863e-07,4.514826486626267e-09,2.3872880774433725e-06,0.0725509844810913,39.289964335108365,0.9981088053304982
heat,0.4,109,layer1,original,4.514826486626267e-09,4.514826486626267e-09,2.3872880774433725e-06,0.0,1.0,0.9981088053304982
